City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
572,Champerico,GT,79.97,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
575,Avera,US,78.85,overcast clouds,33.194,-82.5271,
579,Haikou,CN,86.97,clear sky,20.0458,110.3417,Sun City Restaurant
582,Praya,CV,77.54,broken clouds,14.9215,-23.5087,LT Aparthotel
584,Tortoli,IT,78.62,clear sky,39.9256,9.6572,Hotel La Bitta
588,Kahului,US,87.82,few clouds,20.8947,-156.47,Maui Seaside Hotel
595,Maningrida,AU,88.03,broken clouds,-12.0667,134.2667,Dhukurrdji Lodge
596,Navsari,IN,78.69,moderate rain,20.9524,72.9324,Circuit House
597,El Cobre,CU,78.24,scattered clouds,20.0489,-75.9469,Hotel El Cobre
599,Sheridan,US,82.92,clear sky,44.8333,-106.9173,Comfort Inn & Suites
605,Handan,CN,81.05,broken clouds,36.6006,114.4678,Jin Jiang Inn - Handan China South Street Inn
606,Jefferson City,US,76.77,clear sky,38.5767,-92.1735,DoubleTree by Hilton Hotel Jefferson City
611,Bhopal,IN,77.23,haze,23.2667,77.4,SPOT ON 63658 Shukla Lodge
612,Gaffney,US,77.29,clear sky,35.0718,-81.6498,Quality Inn Gaffney I-85
613,Japura,ID,82.49,scattered clouds,-0.3167,102.35,Rumah mbah Jamah
614,Santa Rosalia,MX,83.37,clear sky,27.3167,-112.2833,Hotel Las Casitas Santa Rosalia
616,Golden,US,76.62,broken clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
617,Lazaro Cardenas,MX,79.95,overcast clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
618,Sorong,ID,82.92,few clouds,-0.8833,131.25,Waigo Splash Hotel
619,Bulri,PK,79.59,clear sky,24.8667,68.3333,
620,Sabha,LY,81.14,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
624,San Patricio,US,84.88,overcast clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
627,Tallahassee,US,75.67,thunderstorm,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
629,West Memphis,US,77.65,clear sky,35.1465,-90.1845,Ramada by Wyndham West Memphis
632,Feijo,BR,75.22,clear sky,-8.1642,-70.3536,Hotel e Restaurante Aҫai
633,Sabang,ID,80.74,overcast clouds,5.8933,95.3214,Hotel Citra
635,Cilegon,ID,82.96,broken clouds,-6.0174,106.0538,Forbis Hotel
637,Kirakira,SB,79.65,light rain,-10.4544,161.9205,SanBiz Lodge
640,Sung Noen,TH,87.66,overcast clouds,14.8992,101.8207,Ploynamkang Resort
641,Bang Khla,TH,89.1,overcast clouds,13.7214,101.2081,Bang Khla Resort
646,Ubauro,PK,83.55,clear sky,28.1652,69.7289,Stamp Vendor
650,Pemangkat,ID,82.47,scattered clouds,1.1667,108.9667,Hotel Duyung Permai 2
652,Ishinomaki,JP,77.0,broken clouds,38.4167,141.3,Ishinomaki Grand Hotel
655,Eyl,SO,75.6,broken clouds,7.9803,49.8164,Amiin Hotel
658,Funehiki,JP,85.01,broken clouds,37.4333,140.5833,花の湯
665,Karpathos,GR,76.96,clear sky,35.507,27.2132,Alex
668,Shenjiamen,CN,77.86,scattered clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
672,Moosomin,CA,75.78,clear sky,50.1333,-101.6677,Motel 6
676,Mayor Pablo Lagerenza,PY,84.18,clear sky,-19.9309,-60.7718,
680,Mayo,US,77.18,clear sky,38.8876,-76.5119,Resorts Resource Group International
684,Gwadar,PK,79.05,scattered clouds,25.1216,62.3254,Sadaf Resort
685,Labuan,MY,86.36,few clouds,5.2767,115.2417,Tiara Labuan Hotel
688,Dindori,IN,77.07,overcast clouds,22.95,81.0833,Konark Marriage Garden
690,Manokwari,ID,81.97,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
694,Leander,US,79.38,light rain,30.5788,-97.8531,Leander / NW Austin KOA Holiday
695,Campoverde,PE,78.49,few clouds,-8.4753,-74.8058,Hospedaje Coral's
697,Tripoli,LY,81.72,broken clouds,32.8752,13.1875,Al Waddan Hotel
699,Vanimo,PG,83.77,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
701,Kloulklubed,PW,86.5,broken clouds,7.0419,134.2556,Storyboard Beach Resort
702,Kralendijk,BQ,82.38,few clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
